__time,/current_EE_pose/header/header/stamp,/current_EE_pose/pose/orientation/pitch,/current_EE_pose/pose/orientation/roll,/current_EE_pose/pose/orientation/w,/current_EE_pose/pose/orientation/x,/current_EE_pose/pose/orientation/y,/current_EE_pose/pose/orientation/yaw,/current_EE_pose/pose/orientation/z,/current_EE_pose/pose/position/x,/current_EE_pose/pose/position/y,/current_EE_pose/pose/position/z,/equilibrium_pose/header/header/stamp,/equilibrium_pose/pose/orientation/pitch,/equilibrium_pose/pose/orientation/roll,/equilibrium_pose/pose/orientation/w,/equilibrium_pose/pose/orientation/x,/equilibrium_pose/pose/orientation/y,/equilibrium_pose/pose/orientation/yaw,/equilibrium_pose/pose/orientation/z,/equilibrium_pose/pose/position/x,/equilibrium_pose/pose/position/y,/equilibrium_pose/pose/position/z
1781381077.846795,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000,,,,,,,,,,,
1781381077.848038,,,,,,,,,,,,1781381077.845962286,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000
1781381077.849688,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000,,,,,,,,,,,
1781381077.849743,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000,,,,,,,,,,,
1781381077.850596,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000,,,,,,,,,,,
1781381077.852991,,,,,,,,,,,,1781381077.851772070,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000
1781381077.852998,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000,,,,,,,,,,,
1781381077.853031,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000,,,,,,,,,,,
1781381077.855017,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000,,,,,,,,,,,
1781381077.857834,,,,,,,,,,,,1781381077.856392145,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000
1781381077.860305,,,,,,,,,,,,1781381077.859352589,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000
1781381077.860459,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000,,,,,,,,,,,
1781381077.860564,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000,,,,,,,,,,,
1781381077.862450,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000,,,,,,,,,,,
1781381077.863536,,,,,,,,,,,,1781381077.862705946,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.307100000,0.701000000,0.000000000
